tmdb_id,title,year,genres,runtime,tmdb_rating,poster_path,valence,arousal,dominance,absorption,hedonic,eudaimonic,psych_rich,emotional_arc,dominant_emotions,mood_tags,watch_context,vibe_sentence,pacing,ending_type,comfort_level,safety_warnings,conversation_potential,rt_critic,rt_audience,imdb_rating
1667,March of the Penguins,2005,"[""Documentary"",""Family""]",80,7.08,/o9xJ1xG1WKlHkl8ACqq0LShOuMu.jpg,0.65,0.45,0.7,0.35,0.72,0.68,0.42,man-in-a-hole,"[""wonder"",""joy"",""anticipation""]","[""nature-documentary"",""survival"",""parental-love"",""heartwarming"",""awe"",""found-family""]","[""family"",""solo""]","Waddle through brutal ice with determination, emerge warmed by resilience and devotion.",steady,uplifting,0.85,"[]",0.48,94,81,7.5
1669,The Hunt for Red October,1990,"[""Action"",""Thriller""]",135,7.38,/yVl7zidse4KiWtGMqHFtZCx4X3N.jpg,0.55,0.72,0.68,0.76,0.7,0.62,0.58,man-in-a-hole,"[""anticipation"",""trust"",""fear""]","[""geopolitical-tension"",""cat-and-mouse"",""defection"",""cold-war"",""intelligent-thriller"",""masculine-heroism""]","[""solo"",""friends""]","Strategic tension beneath dark waters, minds racing against the clock.",building,triumphant,0.75,"[]",0.68,88,88,7.5
1672,The Professional,1981,"[""Action"",""Adventure"",""Thriller""]",108,7.185,/dhAZ8T0tTlTNw3D7Cn8wc87sk1w.jpg,0.15,0.72,0.35,0.78,0.62,0.68,0.71,icarus,"[""anger"",""anticipation"",""sadness""]","[""revenge"",""betrayal"",""political-thriller"",""anti-hero"",""cold-war"",""corruption""]","[""solo"",""friends""]","Cold precision and justified rage, ending in pyrrhic vengeance.",building,devastating,0.35,"[]",0.82,,,7.4
1675,Day for Night,1973,"[""Comedy"",""Drama""]",116,7.7,/e5xDrSx6zDEUlMe2dWKGhv88PDZ.jpg,0.35,0.42,0.55,0.78,0.52,0.82,0.85,episodic,"[""sadness"",""anticipation"",""trust""]","[""filmmaking"",""bittersweet"",""love-and-loss"",""behind-the-scenes"",""melancholic"",""artistic-passion""]","[""solo"",""friends""]",Watching creative chaos unfold with wry affection and quiet heartbreak.,episodic,bittersweet,0.72,"[]",0.88,,,8
1676,Will Penny,1967,"[""Western"",""Romance""]",110,6.6,/v3RcNrqutEPGsiTLd31J3U735kB.jpg,-0.25,0.45,0.35,0.72,0.35,0.85,0.68,man-in-a-hole,"[""sadness"",""trust"",""anticipation""]","[""aging"",""loneliness"",""sacrifice"",""found-family"",""bittersweet-romance"",""redemption""]","[""solo"",""date""]","Frost melting into warmth, then winter returning—beautiful ache of knowing what you can't keep.",slow-burn,bittersweet,0.65,"[""sudden-grief""]",0.82,,,7
1677,Ray,2004,"[""Drama"",""Music""]",152,7.4,/tSPC7sO2XYNL9QcMmK88tuUALL5.jpg,0.62,0.58,0.71,0.68,0.72,0.78,0.54,rags-to-riches,"[""joy"",""triumph"",""sadness""]","[""redemption"",""overcoming-adversity"",""musical-triumph"",""inspiration"",""resilience"",""coming-of-age""]","[""solo"",""friends"",""family""]","Rising from darkness into brilliant light, notes defying silence.",building,triumphant,0.78,"[""child-harm"",""sudden-grief""]",0.72,79,87,7.7
1678,Godzilla,1954,"[""Thriller"",""Horror"",""Science Fiction""]",96,7.6,/2W0Yw0qrgVMgdsSCZRKtfvaAh0i.jpg,-0.7,0.65,-0.6,0.72,0.2,0.85,0.8,riches-to-rags,"[""fear"",""sadness"",""anger""]","[""atomic-anxiety"",""existential-dread"",""post-war-trauma"",""collective-nightmare"",""unstoppable-force"",""societal-collapse""]","[""solo""]","Radioactive terror creeping through rubble, a nation's trauma made flesh.",building,bittersweet,0.25,"[""graphic-violence""]",0.9,93,89,7.6
1679,Godzilla Raids Again,1955,"[""Science Fiction"",""Horror"",""Action""]",82,5.975,/ipU1exHwS04FhdonFXsliOKrr2a.jpg,-0.35,0.62,-0.45,0.48,0.55,0.32,0.28,man-in-a-hole,"[""fear"",""anticipation"",""awe""]","[""disaster"",""kaiju"",""destruction"",""spectacle"",""helplessness"",""nature-vs-humanity""]","[""friends"",""solo""]",Rubber monsters tearing through cities while humanity scrambles helplessly below.,building,devastating,0.62,"[""drowning""]",0.58,,,5.7
1680,King Kong vs. Godzilla,1962,"[""Science Fiction"",""Comedy"",""Adventure"",""Fantasy"",""Action""]",97,6.89,/dmCfyzUl0Ylk8Rpi6dYyWuBrnNr.jpg,0.35,0.62,0.48,0.38,0.64,0.42,0.51,man-in-a-hole,"[""joy"",""anticipation"",""surprise""]","[""campy"",""giant-monsters"",""spectacle"",""retro-charm"",""absurdist"",""satire""]","[""friends"",""solo""]",Earnest rubber suits battling with tongue-in-cheek spectacle and goofy charm.,steady,bittersweet,0.78,"[]",0.62,52,56,6.2
1682,Mothra vs. Godzilla,1964,"[""Drama"",""Action"",""Science Fiction""]",89,7,/y49vvM03gpuyhpyMc1f55VrNkP3.jpg,0.15,0.72,0.35,0.48,0.65,0.6,0.45,man-in-a-hole,"[""fear"",""awe"",""sadness""]","[""giant-monster"",""apocalyptic"",""sacrifice"",""nature-vs-greed"",""spectacle"",""cold-war-anxiety""]","[""friends"",""family""]",Atomic breath and cosmic dread wrapped in rubber suits and practical wonder.,building,bittersweet,0.72,"[]",0.68,,,6.5
1683,The Reaping,2007,"[""Horror""]",99,5.755,/o8Vl4Vxp5LBth9J6Aa3k6PAefxt.jpg,-0.62,0.68,-0.45,0.38,0.22,0.35,0.28,oedipus,"[""fear"",""sadness"",""disgust""]","[""religious-horror"",""faith-crisis"",""body-horror"",""trauma-driven"",""false-hope"",""guilt""]","[""solo""]","Visceral dread wrapped in theological confusion, deeply unsatisfying.",building,twist,0.28,"[""child-harm"",""sudden-grief""]",0.52,8,49,5.6
1685,Beneath the Planet of the Apes,1970,"[""Adventure"",""Science Fiction"",""Mystery""]",95,6.146,/szHCeYwi4ubewuYnlnz0YGqWnQC.jpg,-0.15,0.62,-0.35,0.58,0.4,0.55,0.62,oedipus,"[""fear"",""surprise"",""anger""]","[""dystopian"",""apocalyptic"",""survival"",""existential-dread"",""cult-horror""]","[""solo"",""friends""]",Escalating nightmare where every revelation digs deeper into the abyss.,building,devastating,0.35,"[""sudden-grief""]",0.72,37,38,6
1687,Escape from the Planet of the Apes,1971,"[""Action"",""Science Fiction""]",98,6.374,/AnbLVdUEroTfHTUVAJCxkL4R0IH.jpg,0.15,0.55,0.25,0.68,0.45,0.72,0.64,man-in-a-hole,"[""fear"",""surprise"",""anticipation""]","[""social-commentary"",""paranoia"",""survival"",""dystopian"",""satire"",""trapped""]","[""friends"",""solo""]",Clever Cold War paranoia wrapped in absurdist sci-fi camouflage.,building,devastating,0.35,"[""child-harm""]",0.82,77,53,6.3
1688,Conquest of the Planet of the Apes,1972,"[""Action"",""Science Fiction""]",88,6.16,/lZ1pUxJCO14ObrhDuxTBuYm0tjN.jpg,-0.35,0.62,0.45,0.58,0.48,0.67,0.61,man-in-a-hole,"[""anger"",""anticipation"",""sadness""]","[""revolution"",""oppression"",""survival"",""social-commentary"",""dystopia"",""righteous-rage""]","[""friends"",""solo""]","Righteous fury building beneath a bleak chrome future, exploding into rebellion.",building,twist,0.52,"[""graphic-violence""]",0.78,52,46,6.1
1689,Little Buddha,1993,"[""Drama"",""History""]",123,6.266,/xy70xtdoKZ3PxlKkakwdhL3UFDQ.jpg,0.55,0.25,0.6,0.72,0.45,0.85,0.78,man-in-a-hole,"[""trust"",""sadness"",""awe""]","[""spiritual-awakening"",""reincarnation"",""enlightenment"",""meditation"",""transcendence"",""redemption""]","[""solo"",""family""]",Slow pilgrimage through beauty and sorrow toward quiet spiritual truth.,slow-burn,uplifting,0.72,"[""suicide""]",0.68,65,53,6.2
1690,Hostel,2006,"[""Horror""]",94,5.954,/dDrtuWUKhgUGp12kgUWuP0NpTdF.jpg,-0.85,0.8,-0.6,0.65,0.15,0.55,0.6,riches-to-rags,"[""fear"",""disgust"",""anger""]","[""torture"",""paranoia"",""survival"",""exploitation"",""revenge"",""body-horror""]","[""solo""]",Trapped in a nightmare machinery of casual evil and visceral dread.,building,bittersweet,0.15,"[""graphic-violence"",""torture"",""suicide"",""human-trafficking""]",0.75,59,53,5.9
1691,Hostel: Part II,2007,"[""Horror""]",93,5.851,/qB20aiY8Ah3pQikkBxm3j7jQVc8.jpg,-0.8,0.7,-0.6,0.35,0.1,0.2,0.25,riches-to-rags,"[""fear"",""disgust"",""sadness""]","[""torture"",""revenge"",""survival"",""paranoia"",""exploitation"",""visceral""]","[""solo""]","Relentless, graphic suffering with no catharsis or mercy.",relentless,devastating,0.15,"[""graphic-violence"",""torture"",""sexual-assault"",""self-harm""]",0.55,44,39,5.5
1694,Re-Animator,1985,"[""Science Fiction"",""Comedy"",""Horror""]",86,7.042,/1hY6AUl92cL9GdZx031UWFiGETt.jpg,0.3,0.7,0.4,0.65,0.75,0.35,0.6,icarus,"[""amusement"",""disgust"",""fear""]","[""dark-humor"",""mad-scientist"",""body-horror"",""transgressive"",""cult-classic"",""absurdist""]","[""solo"",""friends""]",Gleeful grotesquerie—laughing while wincing at viscera.,relentless,unsettling,0.25,"[""graphic-violence""]",0.8,94,82,7.1
1696,The Devil's Rejects,2005,"[""Drama"",""Horror"",""Crime""]",111,6.742,/drZz4AuI7trq6BxlH9Xa4v4O0Pb.jpg,-0.75,0.82,-0.65,0.62,0.15,0.35,0.58,oedipus,"[""fear"",""disgust"",""anger""]","[""brutal"",""revenge"",""nihilistic"",""psychopath"",""chaos"",""retribution""]","[""solo""]",Relentless brutality and chaos with nowhere safe to turn.,relentless,ambiguous,0.15,"[""graphic-violence"",""sexual-assault"",""torture""]",0.72,55,78,6.7
1700,Misery,1990,"[""Drama"",""Thriller""]",107,7.746,/klPO5oh1LOxiPpdDXZo1ADgpKcw.jpg,-0.65,0.78,-0.72,0.82,0.2,0.75,0.68,man-in-a-hole,"[""fear"",""anger"",""anticipation""]","[""psychological-thriller"",""captivity"",""obsession"",""survival"",""twisted-fandom"",""power-dynamics""]","[""solo"",""friends""]","Trapped in a cage with someone smiling, waiting for her next act of violence.",building,triumphant,0.25,"[""graphic-violence"",""torture""]",0.88,91,90,7.8
1701,Con Air,1997,"[""Action"",""Thriller"",""Crime""]",116,6.762,/kOKjgrEzGOP92rVQ6srA9jtp60l.jpg,0.65,0.78,0.72,0.42,0.75,0.45,0.28,man-in-a-hole,"[""anticipation"",""fear"",""joy""]","[""action-spectacle"",""redemption"",""underdog-hero"",""survival"",""revenge"",""adrenaline""]","[""friends"",""solo""]","Explosive chaos and one-liners at 30,000 feet.",relentless,triumphant,0.72,"[]",0.38,58,75,6.9
1702,Death Machine,1995,"[""Action"",""Horror"",""Science Fiction"",""Thriller""]",122,5.859,/vmDaabHFO4NvrEc6kT8aRMv9Rve.jpg,-0.3,0.75,-0.4,0.65,0.55,0.35,0.6,man-in-a-hole,"[""fear"",""anger"",""surprise""]","[""killer-robot"",""corporate-dystopia"",""cult-classic"",""survival-horror"",""dark-action""]","[""friends"",""solo""]",Campy sci-fi carnage with a deranged genius and no brakes.,building,ambiguous,0.4,"[""graphic-violence""]",0.7,,,5.6
1705,Battle for the Planet of the Apes,1973,"[""Action"",""Science Fiction""]",93,5.683,/dP5dYjLp5p2CG103cJMio4Nj29d.jpg,-0.15,0.55,0.35,0.62,0.35,0.68,0.52,oedipus,"[""sadness"",""anger"",""anticipation""]","[""civil-war"",""post-apocalyptic"",""political-allegory"",""bittersweet-leadership"",""sacrifice"",""philosophical""]","[""solo"",""friends""]",Weary idealism crumbling under the weight of tribal violence and betrayal.,building,bittersweet,0.62,"[""child-harm""]",0.72,36,30,5.4
1710,Copycat,1995,"[""Thriller"",""Crime"",""Mystery""]",124,6.467,/oMgwJb016znNZcpDR20eXxZoW8A.jpg,-0.45,0.72,0.25,0.78,0.32,0.58,0.65,man-in-a-hole,"[""fear"",""anticipation"",""anger""]","[""serial-killer"",""psychological-thriller"",""trauma-recovery"",""paranoia"",""cat-and-mouse"",""agoraphobia""]","[""solo"",""friends""]",Trapped in a game of wits with a killer who knows your fears too well.,building,triumphant,0.35,"[""graphic-violence"",""sexual-assault""]",0.72,,,6.6
1712,Giant,1956,"[""Drama"",""Western"",""Romance""]",201,7.6,/h5RRYPVVuHzd7QOJyP5Dsi8J9XZ.jpg,0.25,0.45,0.35,0.78,0.35,0.85,0.72,man-in-a-hole,"[""sadness"",""anger"",""anticipation""]","[""social-reckoning"",""generational-conflict"",""systemic-injustice"",""old-guard-vs-new"",""moral-awakening"",""patriarchal-struggle""]","[""solo"",""friends""]","Dusty reckoning with American sins across three generations, majestic but heavy.",slow-burn,bittersweet,0.52,"[]",0.88,88,87,7.6
1713,Jungle Fever,1991,"[""Drama"",""Romance""]",132,6.393,/pw7cOdwCylBuiv6rvosBSkcgKEe.jpg,-0.35,0.55,-0.4,0.8,0.15,0.85,0.8,oedipus,"[""sadness"",""anger"",""disgust""]","[""forbidden-love"",""racial-tension"",""systemic-racism"",""moral-reckoning"",""urban-decay"",""familial-collapse""]","[""solo""]","Rage and heartbreak simmering under New York's surface, burning everything it touches.",building,devastating,0.25,"[""sudden-grief"",""graphic-violence"",""domestic-abuse""]",0.92,80,67,6.6
1714,Fahrenheit 451,1966,"[""Drama"",""Science Fiction""]",113,7.1,/k2CTpexoS9MO9lKVFfnzwVdJuM.jpg,-0.15,0.35,-0.25,0.72,0.25,0.78,0.81,man-in-a-hole,"[""sadness"",""anger"",""anticipation""]","[""intellectual-awakening"",""dystopian"",""censorship"",""existential"",""defiance"",""isolation""]","[""solo"",""friends""]",Slow-burn intellectual rebellion wrapped in melancholic beauty and betrayal.,slow-burn,ambiguous,0.45,"[""suicide"",""domestic-abuse""]",0.82,81,72,7.2
1715,The Cider House Rules,1999,"[""Drama""]",126,7.073,/qAECAgqjSFRVZzEEGbFAZqZNiDh.jpg,0.55,0.35,0.6,0.72,0.65,0.8,0.68,man-in-a-hole,"[""trust"",""sadness"",""joy""]","[""coming-of-age"",""found-family"",""redemption"",""moral-complexity"",""bittersweet"",""self-discovery""]","[""solo"",""date""]",Gentle autumn afternoon wrestling quietly with impossible choices and belonging.,slow-burn,bittersweet,0.72,"[""sexual-assault"",""incest""]",0.78,71,77,7.4
1716,The Last Metro,1980,"[""Drama"",""Romance"",""War""]",131,7.208,/t8KMFg9PiD9GSIHXlzast2WhZex.jpg,0.35,0.4,0.45,0.78,0.4,0.8,0.72,man-in-a-hole,"[""fear"",""melancholy"",""love""]","[""wartime-romance"",""hidden-identity"",""artistic-survival"",""bittersweet-longing"",""occupied-paris"",""theatrical""]","[""solo"",""date""]",Hushed tension and devotion beneath stage lights in the dark.,slow-burn,bittersweet,0.65,"[]",0.72,88,80,7.3
1717,All the King's Men,2006,"[""Drama"",""Thriller""]",125,5.781,/j7vfi9M0GwOvn5bywzheF7oQ7w.jpg,-0.3,0.55,-0.4,0.72,0.2,0.75,0.65,icarus,"[""anger"",""sadness"",""disgust""]","[""corruption"",""political-ambition"",""moral-decay"",""tragedy"",""disillusionment"",""manipulation""]","[""solo""]",Watching idealism curdle into tyranny under fluorescent lights and backroom deals.,building,devastating,0.35,"[""suicide"",""sudden-grief""]",0.82,,67,6.1
1722,Captain Corelli's Mandolin,2001,"[""Drama"",""Romance"",""War""]",131,6,/9YahF8HFypIKFTvOTiYzObA0hom.jpg,0.35,0.42,0.48,0.52,0.58,0.61,0.38,man-in-a-hole,"[""sadness"",""love"",""conflict""]","[""wartime-romance"",""forbidden-love"",""occupation"",""loss"",""bittersweet-reunion"",""nostalgia""]","[""date"",""solo""]",Sunlit island melancholy: love blooming while history burns it down.,slow-burn,bittersweet,0.72,"[""graphic-violence""]",0.64,28,50,5.9
1723,The Front,1976,"[""Comedy"",""Drama""]",95,7,/dXXNbw7xeW2nuUiSSKJ59xNSf6N.jpg,-0.15,0.45,0.35,0.72,0.35,0.8,0.75,man-in-a-hole,"[""anger"",""sadness"",""trust""]","[""mccarthyism"",""injustice"",""solidarity"",""moral-courage"",""dark-comedy"",""systemic-corruption""]","[""solo"",""friends""]","Righteous fury wrapped in nervous laughter, building toward defiance.",building,triumphant,0.62,"[""suicide""]",0.88,72,74,7.3
1724,The Incredible Hulk,2008,"[""Science Fiction"",""Action"",""Adventure""]",114,6.2,/gKzYx79y0AQTL4UAk1cBQJ3nvrm.jpg,0.45,0.72,0.55,0.35,0.7,0.35,0.3,man-in-a-hole,"[""anger"",""anticipation"",""fear""]","[""superhero"",""action-spectacle"",""fugitive"",""transformation"",""good-versus-evil"",""chase""]","[""friends"",""solo""]",Explosive action and transformation with a conflicted hero running from himself.,building,ambiguous,0.75,"[]",0.4,67,69,6.6
1725,West Side Story,1961,"[""Crime"",""Drama"",""Romance""]",153,7.234,/nzCMu6D5q60i2bVrIQ0DxlRSgCZ.jpg,-0.15,0.72,-0.45,0.78,0.72,0.81,0.74,oedipus,"[""joy"",""sadness"",""anger""]","[""tragic-romance"",""social-conflict"",""forbidden-love"",""gang-warfare"",""coming-of-age"",""doomed""]","[""solo"",""date"",""friends""]",Dance and passion collide with inevitable tragedy under neon-lit concrete.,building,devastating,0.42,"[""sudden-grief"",""graphic-violence""]",0.88,92,84,7.6
1726,Iron Man,2008,"[""Action"",""Science Fiction"",""Adventure""]",126,7.656,/78lPtwv72eTNqFW9COBYI0dWDJa.jpg,0.72,0.78,0.81,0.58,0.85,0.62,0.48,man-in-a-hole,"[""joy"",""anticipation"",""triumph""]","[""redemption"",""empowerment"",""origin-story"",""revenge"",""ingenuity"",""found-purpose""]","[""friends"",""date""]","Adrenaline-fueled transformation from arrogance to heroism, pure spectacle and wit.",building,triumphant,0.83,"[]",0.72,94,91,7.9
1727,Bird on a Wire,1990,"[""Action"",""Adventure"",""Comedy"",""Romance""]",110,6.222,/liMWv3o05MbXV0QoDdFNsincUxa.jpg,0.65,0.68,0.72,0.35,0.75,0.25,0.2,man-in-a-hole,"[""joy"",""anticipation"",""trust""]","[""opposites-attract"",""road-movie"",""action-comedy"",""witness-protection"",""romantic-banter"",""absurdist-humor""]","[""friends"",""date""]","Popcorn-fueled chase with charm and chemistry, light on consequences.",building,triumphant,0.82,"[]",0.35,,,6
1729,The Forbidden Kingdom,2008,"[""Action"",""Adventure"",""Fantasy""]",104,6.624,/z8chF1Z7hyuSVqLYTgElkQZh2VB.jpg,0.65,0.72,0.68,0.45,0.75,0.35,0.4,man-in-a-hole,"[""joy"",""anticipation"",""surprise""]","[""martial-arts"",""adventure"",""wish-fulfillment"",""good-vs-evil"",""found-family"",""redemption""]","[""friends"",""solo""]",Neon-soaked kung-fu fantasy with popcorn thrills and charm.,building,triumphant,0.82,"[]",0.45,63,60,6.5
1730,Inland Empire,2006,"[""Horror"",""Thriller"",""Mystery"",""Drama"",""Fantasy""]",180,7.005,/s5f0FbVAABEnJYKaApWORTxhiFC.jpg,-0.65,0.55,-0.7,0.92,0.15,0.75,0.95,oedipus,"[""fear"",""confusion"",""sadness""]","[""experimental"",""surreal"",""identity-dissolution"",""nightmare"",""paranoid"",""descent-into-madness""]","[""solo""]","Three hours drowning in someone else's fever dream, unable to surface.",slow-burn,unsettling,0.15,"[""psychological-manipulation"",""graphic-violence""]",0.88,72,75,6.8
1731,Helen,2009,"[""Drama""]",120,6.469,/wEs97E6NlySjkMEWsDYs0BhQ9Mw.jpg,-0.65,0.35,-0.45,0.72,0.15,0.78,0.68,riches-to-rags,"[""sadness"",""fear""]","[""mental-illness"",""depression"",""friendship"",""isolation"",""dysfunction"",""introspection""]","[""solo""]",Watching someone's carefully built life quietly collapse under invisible weight.,slow-burn,unsettling,0.25,"[""sudden-grief"",""psychological-manipulation""]",0.72,67,36,6.2
1734,The Mummy Returns,2001,"[""Adventure"",""Action"",""Fantasy""]",130,6.393,/kdJsW7hcy1lrj7tdMPycTAQPAiR.jpg,0.65,0.72,0.68,0.45,0.78,0.35,0.32,man-in-a-hole,"[""joy"",""anticipation"",""fear""]","[""adventure"",""family-friendly-action"",""witty-banter"",""good-vs-evil"",""spectacle"",""nostalgia""]","[""friends"",""family""]","Rollicking Egyptian adventure with quips, spectacle, and perpetual narrow escapes.",relentless,bittersweet,0.8,"[""sudden-grief""]",0.4,47,63,6.4
1735,The Mummy: Tomb of the Dragon Emperor,2008,"[""Adventure"",""Action"",""Fantasy""]",112,5.512,/A3acM1lX5PNWQa6r5qeMAJOxbnT.jpg,0.55,0.72,0.68,0.38,0.72,0.15,0.22,man-in-a-hole,"[""joy"",""anticipation"",""surprise""]","[""adventure"",""spectacle"",""family-action"",""exotic-settings"",""treasure-hunt"",""shapeshifter""]","[""friends"",""family""]",Popcorn-munching spectacle with dinosaur dragons and immortal love triangles.,relentless,triumphant,0.82,"[]",0.38,13,30,5.2
1738,Next,2007,"[""Action"",""Science Fiction"",""Thriller""]",96,6.12,/wtBOCJBCP0MWNjmBwjMAzbwgtTK.jpg,0.45,0.72,0.58,0.48,0.62,0.22,0.35,man-in-a-hole,"[""anticipation"",""fear"",""trust""]","[""action-thriller"",""high-stakes"",""romance-subplot"",""predictable"",""escape""]","[""friends"",""solo""]",Adrenaline and chase sequences punctuated by romantic detours.,building,twist,0.72,"[]",0.42,28,53,6.2
1770,Michael Collins,1996,"[""War"",""Drama"",""Thriller"",""History""]",132,6.9,/brIBbU6t9glEGAKRTJ4PMj9OiDC.jpg,0.15,0.68,0.35,0.72,0.2,0.75,0.62,oedipus,"[""anger"",""sadness"",""anticipation""]","[""political-struggle"",""historical-tragedy"",""moral-ambiguity"",""irish-independence"",""betrayal"",""sacrifice""]","[""solo"",""friends""]","Blood and compromise in a nation's birth, weighted by impossible choices.",building,devastating,0.35,"[""graphic-violence"",""assassination""]",0.82,78,84,7.1
1771,Captain America: The First Avenger,2011,"[""Action"",""Adventure"",""Science Fiction""]",124,7.005,/vSNxAJTlD0r02V9sPYpOjqDZXUK.jpg,0.65,0.68,0.72,0.45,0.75,0.58,0.35,rags-to-riches,"[""joy"",""anticipation"",""trust""]","[""underdog"",""heroism"",""nostalgia"",""camaraderie"",""redemption"",""aspirational""]","[""friends"",""family""]",Earnest retro-futurism with popcorn thrills and old-fashioned heart.,building,bittersweet,0.82,"[]",0.52,80,75,6.9
1773,American Madness,1932,"[""Drama"",""Crime""]",76,6.83,/mKMrLe7SXLjDaFqdAmcuGXM1HHD.jpg,0.35,0.68,0.52,0.62,0.48,0.74,0.58,man-in-a-hole,"[""anxiety"",""trust"",""anger""]","[""depression-era"",""redemption"",""moral-conviction"",""institutional-crisis"",""loyalty-tested"",""social-commentary""]","[""solo"",""friends""]",Moral anxiety and social upheaval colliding in a single fevered day.,relentless,triumphant,0.62,"[""infidelity"",""false-accusation""]",0.78,,82,7.4
1775,Canadian Bacon,1995,"[""Comedy""]",91,5.74,/bzK2aQ8xUB67kwCR5LHTSY99HtT.jpg,0.7,0.6,0.75,0.4,0.8,0.5,0.6,man-in-a-hole,"[""joy"",""surprise""]","[""political-satire"",""absurdist"",""dark-humor"",""buddy-comedy"",""patriotic-irony""]","[""friends"",""solo""]",Ridiculous escalation and broad laughs masked as geopolitical commentary.,building,twist,0.8,"[]",0.65,,,5.9
1776,Jesus Camp,2006,"[""Documentary""]",84,6.993,/6ueSRBYaicEYvR2sFHVvptKNaxI.jpg,-0.35,0.55,-0.4,0.78,0.1,0.8,0.85,man-in-a-hole,"[""fear"",""disgust"",""surprise""]","[""indoctrination"",""political-awakening"",""social-critique"",""uncomfortable-truth"",""cultural-anxiety"",""coming-of-age-corrupted""]","[""solo"",""friends""]","Watching childhood weaponized in real time, stomach tightening.",building,unsettling,0.25,"[]",0.92,87,80,7.4
1777,Fahrenheit 9/11,2004,"[""Documentary""]",123,7.082,/1WQgOCJj22zF7Bsr0pIBgGBr71q.jpg,-0.35,0.62,-0.48,0.78,0.45,0.72,0.68,riches-to-rags,"[""anger"",""sadness"",""surprise""]","[""political-outrage"",""systemic-corruption"",""patriotic-betrayal"",""dark-humor"",""investigative"",""conspiracy""]","[""solo"",""friends""]",Righteous fury mixed with dark comedy and gut-punch revelations.,building,unsettling,0.35,"[""graphic-violence""]",0.88,82,70,7.5
1779,Roger & Me,1989,"[""Documentary"",""History"",""Comedy""]",91,7.084,/ePVEnKOMtrIfHZ6wQBfWihTvwqD.jpg,-0.25,0.55,-0.4,0.78,0.6,0.85,0.75,riches-to-rags,"[""anger"",""sadness"",""surprise""]","[""corporate-greed"",""systemic-injustice"",""dark-humor"",""political-awakening"",""americana""]","[""solo"",""friends""]","Outrage wrapped in dark humor, watching America break its own promises.",building,unsettling,0.35,"[]",0.9,100,79,7.5
1781,An Inconvenient Truth,2006,"[""Documentary""]",100,6.972,/zrYT5UHE2UIsofwkv6KK2Tsu5a.jpg,0.15,0.68,-0.45,0.82,0.25,0.88,0.75,riches-to-rags,"[""fear"",""anger"",""sadness""]","[""climate-anxiety"",""existential-dread"",""political-awakening"",""environmental-crisis"",""systemic-injustice"",""call-to-action""]","[""solo"",""friends""]","Escalating panic dressed as rational persuasion, leaving you powerless and furious.",building,unsettling,0.32,"[]",0.93,,,7.4
1782,Afterwards,2008,"[""Drama"",""Mystery"",""Thriller""]",107,5.488,/byElFR4rU7aU8FQoorVNmIxCSUV.jpg,-0.15,0.35,0.25,0.62,0.15,0.68,0.55,man-in-a-hole,"[""sadness"",""fear"",""anticipation""]","[""mortality"",""grief"",""redemption"",""existential"",""reconciliation"",""prophecy""]","[""solo""]","Haunted by loss, racing toward an unknowable ending.",slow-burn,ambiguous,0.35,"[""sudden-grief"",""child-harm""]",0.7,,38,5.7
1786,Au Revoir les Enfants,1987,"[""Drama"",""War""]",105,7.518,/lXP90Vx7OcviBfbbokcaG6zVnPG.jpg,-0.65,0.35,0.25,0.82,0.15,0.92,0.78,man-in-a-hole,"[""sadness"",""trust"",""shame""]","[""coming-of-age"",""moral-awakening"",""betrayal"",""war-trauma"",""friendship"",""loss-of-innocence""]","[""solo"",""friends""]","Watching childhood innocence shatter in slow, devastating silence.",slow-burn,devastating,0.28,"[""sudden-grief"",""child-harm""]",0.88,97,93,8
1787,Les Biches,1968,"[""Drama"",""Romance""]",95,6.017,/aso44GAzBFgw7q4FtbHVHbvJxos.jpg,-0.3,0.4,-0.2,0.75,0.3,0.7,0.8,oedipus,"[""jealousy"",""betrayal"",""desire""]","[""obsession"",""desire"",""psychological-manipulation"",""class-difference"",""tragic-romance"",""lgbt""]","[""solo"",""date""]",Elegant decay—desire and possession corroding beneath Saint-Tropez's glittering surface.,slow-burn,devastating,0.35,"[""sudden-grief""]",0.85,,,6.8
1788,Footloose,1984,"[""Drama"",""Romance""]",107,6.7,/9JEDjBCXCx3eKTSkXwispf0UN3O.jpg,0.75,0.65,0.8,0.35,0.85,0.6,0.4,man-in-a-hole,"[""joy"",""anticipation"",""anger""]","[""coming-of-age"",""rebellion"",""found-family"",""triumph"",""1980s-nostalgia"",""feel-good""]","[""friends"",""family""]",Defiant energy and pure joy set to an unforgettable synth-pop soundtrack.,building,triumphant,0.88,"[]",0.5,52,71,6.6
1789,The Gazebo,1960,"[""Comedy"",""Crime""]",100,6.9,/shQcJ6OuxmmbG5s4AntXmTbIlCy.jpg,0.6,0.65,0.7,0.68,0.75,0.35,0.55,man-in-a-hole,"[""joy"",""surprise"",""anticipation""]","[""screwball-comedy"",""dark-humor"",""suburban-anxiety"",""marital-chaos"",""crime-caper"",""physical-comedy""]","[""friends"",""date""]","Suburban panic dressed up as laughs, with a body in the backyard.",building,triumphant,0.75,"[]",0.6,,73,6.8
